"NO","gender","age","FD1","SD2","UP3","FW4","FD5","SD6","UP7","FW8","FD9","SD10","UP11","FW12","FD13","SD14","UP15","FW16","FD17","SD18","UP19","UP20","FW21","SD22","FW23","SD24","UP25","FW26","UP27","Check","FD","SD","UP","FW"
"ENG3.2",2,38,2,4,2,5,2,1,5,2,4,1,2,5,1,4,4,5,2,5,2,2,4,4,2,2,2,4,5,2,2.2,3,3,3.85714285714286
"ENG3.2",2,19,4,1,2,4,3,2,4,5,4,1,2,4,2,2,4,5,3,2,2,1,4,2,5,1,2,5,4,2,3.2,1.57142857142857,2.625,4.57142857142857
"ENG3.2",1,13,3,4,4,3,3,4,3,4,3,4,4,5,3,4,4,5,3,3,3,5,5,5,4,4,4,3,4,2,3,4,3.875,4.14285714285714
"ENG3.2",NA,NA,3,3,3,2,3,4,1,3,3,3,3,2,4,4,2,4,3,1,3,4,1,4,3,4,4,3,2,2,3.2,3.28571428571429,2.75,2.57142857142857
"ENG3.2",2,34,2,4,2,4,2,1,4,5,1,3,5,4,4,3,5,4,4,2,4,2,4,5,3,4,4,4,3,2,2.6,3.14285714285714,3.625,4
"ENG3.2",1,36,2,4,3,3,3,2,4,3,2,3,2,3,3,3,4,3,3,3,3,3,3,2,2,3,3,2,3,2,2.6,2.85714285714286,3.125,2.71428571428571
"ENG3.2",2,19,1,4,4,2,3,2,2,3,2,4,2,2,3,4,4,2,4,5,2,2,2,4,3,4,2,4,3,2,2.6,3.85714285714286,2.625,2.57142857142857
"ENG3.2",NA,NA,3,4,4,2,3,2,4,2,3,3,3,2,3,3,3,2,4,4,3,3,2,4,2,4,4,2,3,2,3.2,3.42857142857143,3.375,2
"ENG3.2",NA,NA,4,4,3,4,4,4,5,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,5,3,4,4,3,2,3.8,3.85714285714286,3.875,4
"ENG3.2",NA,NA,1,2,4,5,1,2,3,5,1,1,4,2,2,4,2,4,1,5,4,5,4,4,5,4,4,2,4,2,1.2,3.14285714285714,3.75,3.85714285714286
"ENG3.2",NA,NA,1,4,1,4,2,2,4,4,1,2,1,4,1,2,4,4,1,4,1,1,4,4,4,4,1,4,4,2,1.2,3.14285714285714,2.125,4
"ENG3.2",NA,NA,3,4,1,4,2,1,3,4,3,3,3,4,3,2,4,5,5,4,3,3,3,3,5,3,3,4,3,2,3.2,2.85714285714286,2.875,4.14285714285714
"ENG3.2",NA,NA,2,2,4,2,2,2,4,4,2,2,4,2,2,2,4,4,3,3,4,3,4,2,3,2,2,2,4,2,2.2,2.14285714285714,3.625,3
"ENG3.2",NA,NA,2,4,4,4,2,4,4,4,4,4,2,4,2,4,2,4,4,4,2,4,4,4,5,4,2,4,3,2,2.8,4,2.875,4.14285714285714
"ENG3.2",NA,NA,3,5,3,4,3,1,3,5,3,5,5,5,3,3,2,5,5,4,1,5,3,3,5,3,5,5,3,2,3.4,3.42857142857143,3.375,4.57142857142857
"ENG3.2",2,7,5,5,4,4,4,4,1,3,4,3,4,3,1,4,4,2,4,1,3,5,4,2,2,3,3,3,4,2,3.6,3.14285714285714,3.5,3
"ENG3.2",NA,NA,3,3,4,2,3,2,4,3,3,3,4,3,3,3,4,2,3,3,4,4,3,3,2,3,4,3,3,2,3,2.85714285714286,3.875,2.57142857142857
"ENG3.2",NA,NA,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3,4,2,4,4.14285714285714,4,4
"ENG3.2",NA,NA,1,3,2,5,1,4,5,5,1,1,2,5,1,4,4,3,1,2,2,2,4,3,3,2,1,5,5,2,1,2.71428571428571,2.875,4.28571428571429
"ENG3.2",NA,NA,1,4,4,4,1,2,4,5,2,2,4,4,2,4,4,5,4,4,2,5,4,4,4,2,4,4,4,2,2,3.14285714285714,3.875,4.28571428571429
"ENG3.2",NA,NA,1,2,2,4,2,1,5,4,2,2,1,4,2,2,5,5,4,1,4,2,4,2,4,1,2,4,4,2,2.2,1.57142857142857,3.125,4.14285714285714
"ENG3.2",NA,NA,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4.6,5,5,4.71428571428571
"ENG3.2",NA,NA,2,3,3,4,3,2,4,4,3,3,2,4,2,3,4,4,3,3,3,2,3,3,4,3,2,3,4,2,2.6,2.85714285714286,3,3.71428571428571
"ENG3.2",NA,NA,2,4,4,5,2,1,5,5,2,2,4,4,4,2,2,4,4,2,4,4,3,2,2,2,4,4,5,2,2.8,2.14285714285714,4,3.85714285714286
"ENG3.3",2,30,5,5,5,2,4,5,5,5,5,5,5,4,5,4,4,5,4,5,5,4,1,1,4,4,3,4,4,2,4.6,4.14285714285714,4.375,3.57142857142857
"ENG3.3",1,16,1,5,1,5,1,3,5,5,1,5,1,5,1,5,5,5,1,5,1,1,5,3,5,5,1,5,5,2,1,4.42857142857143,2.5,5
"ENG3.3",1,21,1,4,5,4,1,4,5,2,1,4,5,3,1,3,4,4,3,5,5,5,4,4,4,4,5,3,5,2,1.4,4,4.875,3.42857142857143
"ENG3.3",1,9,2,2,5,5,4,2,3,5,5,2,2,2,5,4,3,5,1,4,2,1,2,4,3,3,2,4,5,2,3.4,3,2.875,3.71428571428571
"ENG3.3",1,7,1,2,2,5,1,3,4,4,2,2,2,4,2,2,4,5,2,4,2,2,5,2,5,2,2,4,3,2,1.6,2.42857142857143,2.625,4.57142857142857
"ENG3.3",2,16,2,4,2,4,2,4,2,4,2,3,2,4,3,4,2,4,2,4,2,2,4,3,4,3,2,4,2,2,2.2,3.57142857142857,2,4
"ENG3.3",1,22,1,5,5,4,2,2,4,4,1,3,4,4,2,5,4,4,2,5,4,4,4,4,2,4,3,5,4,2,1.6,4,4,3.85714285714286
"ENG3.3",1,11,1,3,4,4,2,2,4,3,1,2,3,2,2,4,4,4,2,3,3,3,4,4,3,4,3,4,4,2,1.6,3.14285714285714,3.5,3.42857142857143
"ENG3.3",1,12,1,1,5,1,3,1,5,5,1,1,5,1,5,1,5,3,1,5,5,5,3,1,3,1,5,1,5,2,2.2,1.57142857142857,5,2.42857142857143
"ENG3.3",1,12,4,5,5,2,3,1,5,5,4,4,5,2,5,5,2,4,4,5,3,4,2,4,4,1,4,2,4,2,4,3.57142857142857,4,3
"ENG3.3",1,7,1,3,3,3,1,1,5,4,1,2,3,3,1,3,5,4,1,2,4,3,4,3,4,4,2,2,4,2,1,2.57142857142857,3.625,3.42857142857143
"ENG3.3",2,10,2,3,2,4,4,3,4,5,2,2,3,4,3,4,4,4,3,3,2,4,4,3,4,4,2,4,4,2,2.8,3.14285714285714,3.125,4.14285714285714
"ENG3.3",1,16,4,2,5,3,5,2,5,4,5,2,4,2,4,4,4,4,5,2,3,4,5,4,3,3,5,2,5,2,4.6,2.71428571428571,4.375,3.28571428571429
"ENG3.3",2,8,2,2,2,4,2,2,4,4,2,1,1,4,2,4,3,4,2,2,2,2,4,1,4,2,2,4,3,2,2,2,2.375,4
"ENG3.3",1,5,1,3,4,4,1,1,4,5,1,1,3,5,1,5,4,4,3,4,3,2,4,3,5,4,2,4,1,2,1.4,3,2.875,4.42857142857143
"ENG3.3",2,16,3,4,4,3,3,2,4,2,4,3,4,2,2,4,4,1,4,3,2,4,2,4,2,4,2,3,4,2,3.2,3.42857142857143,3.5,2.14285714285714
"ENG3.3",2,33,2,2,4,4,2,2,4,4,2,2,4,2,2,2,5,4,4,1,2,4,3,2,2,4,4,2,4,2,2.4,2.14285714285714,3.875,3
"ENG3.3",1,13,2,4,2,5,2,2,4,5,2,3,2,4,3,4,3,5,2,3,2,2,4,4,4,3,2,5,4,2,2.2,3.28571428571429,2.625,4.57142857142857
"ENG3.3",2,7,1,2,4,2,2,1,2,4,1,2,2,2,2,4,2,2,4,4,2,4,4,2,2,4,4,1,2,2,2,2.71428571428571,2.75,2.42857142857143
"ENG3.3",2,25,4,2,2,4,2,2,4,4,4,2,3,4,4,2,4,4,4,4,4,2,4,1,4,3,2,2,3,2,3.6,2.28571428571429,3,3.71428571428571
"ENG3.3",2,23,2,3,4,3,3,2,3,4,3,3,4,2,3,3,4,4,2,3,4,5,3,3,3,3,4,4,4,2,2.6,2.85714285714286,4,3.28571428571429
"ENG3.3",1,8,5,4,4,2,4,2,4,4,4,4,3,2,4,4,2,4,4,4,4,3,1,4,3,4,3,3,4,2,4.2,3.71428571428571,3.375,2.71428571428571
"ENG3.3",2,19,2,3,1,4,1,5,1,5,1,1,2,5,1,5,5,5,1,4,1,2,4,4,5,5,1,5,1,2,1.2,3.85714285714286,1.75,4.71428571428571
"ENG3.3",1,17,3,4,4,4,2,1,4,4,3,2,5,4,3,3,4,4,3,3,4,3,4,4,4,3,4,4,4,2,2.8,2.85714285714286,4,4
"ENG3.3",1,23,2,2,4,3,2,3,4,4,2,2,4,3,3,4,4,3,2,3,4,4,2,3,3,3,2,4,4,2,2.2,2.85714285714286,3.75,3.14285714285714
"ENG3.3",1,7,2,3,4,4,2,2,5,4,4,2,4,4,2,2,5,2,3,3,2,2,4,4,4,2,4,4,4,2,2.6,2.57142857142857,3.75,3.71428571428571
"ENG3.3",1,7,1,3,3,2,3,3,5,4,1,3,3,2,3,3,5,5,1,3,5,3,3,3,3,3,3,2,5,2,1.8,3,4,3
"ENG3.3",1,10,2,4,5,4,1,4,4,5,1,4,5,2,3,4,3,4,1,4,4,4,3,5,5,2,5,2,4,2,1.6,3.85714285714286,4.25,3.57142857142857
"ENG3.3",2,17,1,4,2,2,2,3,2,4,2,3,2,2,2,4,2,3,2,2,2,1,2,3,2,4,2,2,2,2,1.8,3.28571428571429,1.875,2.42857142857143
"ENG3.3",1,13,2,4,5,4,2,2,5,4,2,2,5,2,5,4,5,2,5,4,5,5,4,4,2,5,5,2,5,2,3.2,3.57142857142857,5,2.85714285714286
"ENG3.3",2,24,4,4,3,4,5,2,4,4,3,2,3,5,2,2,4,5,2,4,4,3,4,2,4,2,2,4,4,2,3.2,2.57142857142857,3.375,4.28571428571429
"ENG3.3",2,49,2,4,2,5,2,4,5,5,2,2,4,4,2,4,5,5,2,4,4,3,4,2,5,2,2,5,4,2,2,3.14285714285714,3.625,4.71428571428571
"ENG3.3",1,21,1,2,2,4,1,2,4,4,1,2,2,4,2,4,5,4,1,1,3,2,4,4,4,4,4,5,4,2,1.2,2.71428571428571,3.25,4.14285714285714
"ENG3.3",2,3,2,3,4,4,2,2,4,4,2,2,4,4,2,4,4,4,2,2,4,3,4,4,5,2,2,5,4,2,2,2.71428571428571,3.625,4.28571428571429
"ENG3.3",2,39,1,4,3,3,3,3,3,4,1,3,3,2,2,4,3,4,2,5,3,4,3,3,4,3,3,4,3,2,1.8,3.57142857142857,3.125,3.42857142857143
"ENG3.3",2,46,2,3,4,2,2,2,4,4,2,4,4,3,2,4,4,4,3,4,3,3,2,3,4,3,3,2,3,2,2.2,3.28571428571429,3.5,3
"ENG3.3",2,16,4,4,4,4,2,5,5,5,4,2,5,5,4,5,4,5,4,3,4,4,4,4,4,3,3,5,4,2,3.6,3.71428571428571,4.125,4.57142857142857
"ENG3.3",1,18,4,4,4,1,4,3,5,5,5,3,5,5,4,4,5,4,4,4,3,4,2,5,4,5,4,5,4,2,4.2,4,4.25,3.71428571428571
"ENG3.3",1,11,4,4,2,5,3,2,4,3,2,2,2,4,2,3,3,5,1,4,4,4,5,4,5,4,2,3,4,2,2.4,3.28571428571429,3.125,4.28571428571429
"ENG3.3",2,43,4,4,5,2,4,1,5,4,4,4,5,2,4,3,5,2,3,5,5,5,2,2,4,3,4,1,2,2,3.8,3.14285714285714,4.5,2.42857142857143
"ENG3.3",2,40,3,3,4,4,3,2,4,5,3,2,4,3,3,3,2,5,2,3,3,4,4,2,4,2,3,4,4,2,2.8,2.42857142857143,3.5,4.14285714285714
"ENG3.3",2,32,4,4,3,4,2,2,4,4,4,3,4,4,2,4,4,4,2,4,4,4,4,4,4,2,4,4,4,2,2.8,3.28571428571429,3.875,4
"ENG3.3",2,28,4,3,3,4,3,3,3,3,3,3,3,3,3,4,4,4,3,4,3,3,3,4,3,4,3,4,4,2,3.2,3.57142857142857,3.25,3.42857142857143
"ENG3.3",2,21,1,2,4,4,3,1,4,5,2,2,5,4,3,3,5,5,3,2,4,1,5,1,4,3,4,1,4,2,2.4,2,3.875,4
"ENG3.3",2,7,2,5,5,4,2,2,5,4,1,5,4,5,2,4,4,4,4,2,2,3,2,4,4,5,2,2,5,2,2.2,3.85714285714286,3.75,3.57142857142857
"ENG3.3",1,19,1,4,3,4,2,4,4,4,1,2,3,4,2,3,2,4,2,3,3,3,5,3,4,2,2,4,4,2,1.6,3,3,4.14285714285714
"ENG3.3",2,15,1,4,4,4,4,2,5,4,1,4,4,4,1,4,4,4,5,2,4,4,4,4,4,4,3,2,5,2,2.4,3.42857142857143,4.125,3.71428571428571
"ENG3.3",1,9,3,4,4,3,3,2,4,4,3,4,4,3,3,4,4,3,3,4,4,4,3,5,3,5,4,3,4,2,3,4,4,3.14285714285714
"ENG3.3",2,42,1,3,2,3,2,4,2,4,1,3,3,3,2,4,3,4,2,4,2,2,2,4,4,4,2,3,3,2,1.6,3.71428571428571,2.375,3.28571428571429
"ENG3.3",2,43,1,1,1,5,1,1,3,5,1,1,3,5,1,1,4,5,1,2,2,1,5,1,5,2,2,5,5,2,1,1.28571428571429,2.625,5
"ENG3.3",1,9,3,4,4,5,2,2,5,5,4,2,3,4,2,4,3,5,4,3,3,4,4,3,5,4,4,3,4,2,3,3.14285714285714,3.75,4.42857142857143
"ENG3.3",1,16,2,2,4,5,1,2,5,5,2,2,4,5,4,4,5,5,4,3,3,4,5,4,4,4,2,5,4,2,2.6,3,3.875,4.85714285714286
"ENG3.3",2,10,2,2,5,1,3,1,5,4,2,1,5,1,5,2,5,4,4,3,5,4,1,1,4,1,5,2,5,2,3.2,1.57142857142857,4.875,2.42857142857143
"ENG3.3",3,24,3,5,4,3,3,1,4,3,3,3,3,3,3,2,3,4,4,4,2,4,3,3,3,3,3,4,2,2,3.2,3,3.125,3.28571428571429
"ENG3.3",1,26,3,3,2,4,2,3,4,5,2,4,2,4,2,4,4,4,4,2,3,2,4,4,4,4,2,4,4,2,2.6,3.42857142857143,2.875,4.14285714285714
"ENG3.3",2,15,1,4,4,4,2,4,4,4,1,3,4,2,2,4,4,5,2,2,4,4,4,2,4,3,3,2,4,2,1.6,3.14285714285714,3.875,3.57142857142857
"ENG3.3",2,20,2,3,3,3,2,4,4,3,2,2,4,3,2,2,4,3,3,3,4,4,3,2,2,2,3,3,4,2,2.2,2.57142857142857,3.75,2.85714285714286
"ENG3.3",1,7,1,3,4,3,1,5,3,4,1,2,4,4,2,4,3,4,2,4,3,3,3,2,4,2,2,4,3,2,1.4,3.14285714285714,3.125,3.71428571428571
"ENG3.3",1,30,5,5,3,5,5,1,1,5,5,5,3,1,5,1,3,5,1,5,1,5,5,5,5,1,1,5,1,2,4.2,3.28571428571429,2.25,4.42857142857143
"ENG3.3",1,15,1,3,4,4,1,3,5,4,1,3,5,1,2,4,5,4,4,4,4,5,4,4,4,4,4,1,5,2,1.8,3.57142857142857,4.625,3.14285714285714
"ENG3.3",2,28,2,4,4,4,2,2,4,4,2,3,4,4,2,4,5,5,3,3,4,4,4,4,4,2,4,4,4,2,2.2,3.14285714285714,4.125,4.14285714285714
"ENG3.3",1,28,1,2,2,5,2,2,4,5,2,2,3,4,3,3,2,5,1,3,2,2,5,3,5,3,2,4,4,2,1.8,2.57142857142857,2.625,4.71428571428571
"ENG3.3",1,21,2,4,4,4,3,2,4,4,3,4,3,4,4,4,4,4,3,3,3,4,4,4,4,4,4,3,4,2,3,3.57142857142857,3.75,3.85714285714286
"ENG3.3",1,13,2,4,4,2,3,2,2,4,2,2,4,2,2,2,2,2,1,2,3,2,3,2,2,2,4,2,4,2,2,2.28571428571429,3.125,2.42857142857143
"ENG3.3",1,51,2,3,4,2,2,2,5,5,3,2,4,4,4,4,5,4,3,4,4,4,2,2,2,2,4,4,4,2,2.8,2.71428571428571,4.25,3.28571428571429
"ENG3.3",2,9,1,2,4,4,1,3,5,5,1,2,3,3,1,4,3,3,2,3,3,5,4,3,3,3,4,3,5,2,1.2,2.85714285714286,4,3.57142857142857
"ENG3.3",2,53,4,5,2,4,4,4,2,5,4,5,2,4,4,3,2,5,4,5,2,2,1,4,5,3,2,4,2,2,4,4.14285714285714,2,4
"ENG3.3",2,12,2,3,4,2,3,3,3,3,2,3,4,2,2,4,3,3,2,2,4,4,2,2,2,3,4,2,3,2,2.2,2.85714285714286,3.625,2.28571428571429
"ENG3.3",2,23,2,1,1,5,1,2,4,5,2,1,1,4,2,2,4,5,1,2,2,1,4,2,5,2,2,4,5,2,1.6,1.71428571428571,2.5,4.57142857142857
"ENG3.3",1,6,1,2,4,4,2,2,4,4,2,1,2,4,2,3,3,4,2,2,3,4,4,2,4,4,3,3,4,2,1.8,2.28571428571429,3.375,3.85714285714286
"ENG3.3",2,30,1,1,2,4,1,1,4,4,1,1,2,2,1,2,4,2,2,2,2,3,2,1,3,4,2,4,4,2,1.2,1.71428571428571,2.875,3
"ENG3.3",1,29,3,4,3,4,4,4,5,4,3,4,4,4,4,3,5,4,2,3,4,4,3,2,3,3,4,3,5,2,3.2,3.28571428571429,4.25,3.57142857142857
"ENG3.3",2,35,2,4,4,4,2,1,5,5,2,3,4,4,3,3,4,4,2,3,4,4,3,2,3,2,3,4,5,2,2.2,2.57142857142857,4.125,3.85714285714286
"ENG3.3",1,40,1,4,4,2,4,3,4,3,1,4,4,3,4,4,4,3,1,3,4,3,4,4,2,2,3,2,4,2,2.2,3.42857142857143,3.75,2.71428571428571
"ENG3.3",2,27,2,3,4,2,2,2,4,3,2,2,4,2,2,2,4,3,3,3,4,4,2,3,2,2,4,3,4,2,2.2,2.42857142857143,4,2.42857142857143
"ENG3.3",1,17,2,4,4,4,4,2,4,4,4,2,4,4,4,3,5,5,4,2,4,4,4,4,5,2,4,5,4,2,3.6,2.71428571428571,4.125,4.42857142857143
"ENG3.3",1,15,2,2,2,4,2,3,4,4,2,2,3,4,2,2,3,4,2,3,4,2,4,2,4,3,2,4,3,2,2,2.42857142857143,2.875,4
"ENG3.3",2,18,1,3,4,2,1,2,2,4,1,2,2,4,2,5,2,4,1,4,4,4,2,4,2,4,4,4,4,2,1.2,3.42857142857143,3.25,3.14285714285714
"ENG3.3",1,9,2,3,4,4,2,5,4,4,2,3,4,4,2,3,4,4,2,2,4,4,4,3,4,3,3,4,4,2,2,3.14285714285714,3.875,4
"ENG3.3",1,43,3,2,5,1,4,4,2,4,4,2,4,4,4,5,4,4,4,2,4,5,3,1,4,1,5,1,3,2,3.8,2.42857142857143,4,3
"ENG3.3",1,43,4,5,4,2,3,4,4,4,5,5,4,5,2,4,2,4,5,4,4,4,4,5,2,5,4,5,2,2,3.8,4.57142857142857,3.5,3.71428571428571
"ENG3.3",2,18,2,3,2,4,1,2,4,5,2,2,3,4,1,4,4,5,2,4,4,3,4,3,5,3,3,3,4,2,1.6,3,3.375,4.28571428571429
"ENG3.3",2,16,2,3,4,4,1,3,4,4,1,2,4,4,2,4,4,4,1,4,4,4,4,2,4,3,4,3,4,2,1.4,3,4,3.85714285714286
"ENG3.3",1,23,5,3,4,5,3,4,5,5,5,2,5,5,5,3,3,5,1,4,5,3,5,1,5,5,2,5,5,2,3.8,3.14285714285714,4,5
"ENG3.3",1,7,3,4,5,5,1,1,2,5,3,3,2,5,3,3,4,5,4,4,3,4,4,4,5,4,2,4,4,2,2.8,3.28571428571429,3.25,4.71428571428571
"ENG3.3",2,15,1,2,1,4,1,1,4,4,1,2,2,4,2,4,4,5,2,2,4,2,4,5,4,4,2,5,5,2,1.4,2.85714285714286,3,4.28571428571429
"ENG3.3",1,41,1,1,1,5,1,1,4,5,1,1,3,5,1,1,4,5,2,1,3,1,5,1,5,1,1,5,4,2,1.2,1,2.625,5
"ENG3.3",2,23,3,2,4,4,3,2,4,4,3,2,4,3,3,3,5,4,2,2,3,4,3,3,4,3,3,4,4,2,2.8,2.42857142857143,3.875,3.71428571428571
"ENG3.3",1,21,2,4,4,4,2,2,4,5,2,2,2,2,2,2,2,4,2,3,2,2,4,3,4,2,2,4,4,2,2,2.57142857142857,2.75,3.85714285714286
"ENG3.3",2,7,2,2,3,3,3,2,4,3,2,2,3,3,3,4,3,2,4,4,3,3,2,3,2,3,4,3,4,2,2.8,2.85714285714286,3.375,2.57142857142857
"ENG3.3",2,12,3,4,5,4,3,2,3,5,3,3,4,5,3,3,3,4,3,2,3,3,4,3,3,3,3,3,3,2,3,2.85714285714286,3.375,4
"ENG3.3",1,54,2,2,2,4,2,2,4,4,2,2,2,4,2,3,4,4,4,3,2,2,4,4,4,4,2,4,4,2,2.4,2.85714285714286,2.75,4
"ENG3.3",1,49,2,4,2,3,2,1,4,4,2,1,3,1,2,3,4,3,2,2,1,3,3,2,2,2,2,2,4,2,2,2.14285714285714,2.875,2.57142857142857
"ENG3.3",2,7,2,3,4,3,2,2,4,4,2,2,4,2,2,4,3,2,3,2,4,4,3,4,2,4,3,2,4,2,2.2,3,3.75,2.57142857142857
"ENG3.3",1,42,2,2,2,2,2,2,2,4,2,2,2,2,2,2,3,2,4,2,2,4,2,4,2,3,3,2,3,2,2.4,2.42857142857143,2.625,2.28571428571429
"ENG3.3",1,6,4,2,4,2,2,5,2,4,3,2,4,2,2,5,2,2,4,2,2,5,1,1,2,5,4,4,2,2,3,3.14285714285714,3.125,2.42857142857143
"ENG3.3",1,47,2,2,2,4,2,2,2,5,2,2,2,4,2,2,3,4,2,4,2,2,4,3,4,3,2,4,2,2,2,2.57142857142857,2.125,4.14285714285714
"ENG3.3",1,12,2,3,4,5,2,4,4,5,2,2,4,4,2,3,4,5,3,3,4,3,5,4,5,4,4,4,4,2,2.2,3.28571428571429,3.875,4.71428571428571
"ENG3.3",2,43,2,4,4,4,2,2,5,4,3,3,4,5,2,3,5,4,3,2,3,3,4,2,3,2,3,3,4,2,2.4,2.57142857142857,3.875,3.85714285714286
"ENG3.3",2,32,2,3,2,4,2,3,5,5,4,2,4,4,4,3,5,4,3,3,5,3,4,3,4,4,3,4,4,2,3,3,3.875,4.14285714285714
"ENG3.3",1,8,1,3,2,4,2,1,5,5,1,2,1,5,2,3,5,5,3,3,3,2,4,4,4,3,1,4,3,2,1.8,2.71428571428571,2.75,4.42857142857143
"ENG3.3",1,33,1,2,2,4,1,4,2,4,1,2,2,2,1,2,2,4,2,5,2,1,4,2,4,2,2,2,2,2,1.2,2.71428571428571,1.875,3.42857142857143
"ENG3.3",1,12,1,4,3,5,1,1,4,5,1,2,2,5,1,2,4,5,1,4,1,1,5,4,4,4,2,5,5,2,1,3,2.75,4.85714285714286
"ENG3.3",1,19,2,5,4,5,4,1,5,5,2,3,5,1,4,2,5,4,4,4,4,5,5,4,5,4,5,4,3,2,3.2,3.28571428571429,4.5,4.14285714285714
"ENG3.3",1,17,1,4,5,3,1,2,4,3,1,2,4,3,1,5,4,3,1,5,3,5,3,5,1,4,3,3,3,2,1,3.85714285714286,3.875,2.71428571428571
"ENG3.3",1,17,2,3,4,4,2,1,3,3,2,2,4,3,2,4,4,3,3,3,4,4,3,3,3,3,3,3,3,2,2.2,2.71428571428571,3.625,3.14285714285714
"ENG3.3",1,12,1,1,3,2,2,2,4,4,1,1,4,4,1,2,4,4,1,2,4,2,4,2,4,2,2,4,5,2,1.2,1.71428571428571,3.5,3.71428571428571
"ENG3.3",2,12,5,4,4,2,5,2,5,4,5,3,4,3,5,4,4,4,4,3,4,4,3,4,4,4,4,4,5,2,4.8,3.42857142857143,4.25,3.42857142857143
"ENG3.3",2,30,2,4,2,4,2,1,5,5,2,1,4,4,2,2,4,5,3,3,1,2,4,2,4,1,2,4,5,2,2.2,2,3.125,4.28571428571429
"ENG3.3",2,19,1,3,4,4,2,4,2,4,1,2,2,2,2,4,2,4,1,4,2,4,5,4,4,4,3,2,2,2,1.4,3.57142857142857,2.625,3.57142857142857
"ENG3.3",2,15,1,1,3,4,1,1,5,4,1,1,5,4,1,2,5,4,1,3,5,2,4,2,4,1,2,4,5,2,1,1.57142857142857,4,4
"ENG3.3",2,28,3,4,5,2,2,3,4,4,3,3,4,1,3,4,5,4,3,3,4,4,1,2,4,5,4,2,4,2,2.8,3.42857142857143,4.25,2.57142857142857
"ENG3.3",1,26,1,3,2,5,1,3,4,5,1,2,2,5,1,3,3,5,1,2,2,3,5,3,5,2,2,5,4,2,1,2.57142857142857,2.75,5
"ENG3.3",1,45,2,4,4,2,4,1,4,3,2,2,4,3,4,2,4,3,5,4,4,4,2,3,3,3,5,2,4,2,3.4,2.71428571428571,4.125,2.57142857142857
"ENG3.3",2,48,2,4,2,2,2,2,1,4,1,2,4,2,2,4,4,4,2,2,2,2,2,2,4,4,4,2,4,2,1.8,2.85714285714286,2.875,2.85714285714286
"ENG3.3",2,25,2,4,2,5,2,2,5,5,3,1,4,4,4,3,5,5,4,4,4,3,5,4,3,2,3,5,4,2,3,2.85714285714286,3.75,4.57142857142857
"ENG3.3",1,18,2,2,2,4,2,2,5,5,2,2,2,2,4,4,3,5,4,4,2,2,4,4,5,3,2,2,4,2,2.8,3,2.75,3.85714285714286
"ENG3.3",1,23,2,2,2,4,2,4,4,5,2,2,4,4,2,4,4,4,2,2,4,2,4,4,4,2,2,4,4,2,2,2.85714285714286,3.25,4.14285714285714
"ENG3.3",2,11,1,1,1,2,1,1,5,5,1,1,5,5,1,3,1,5,1,4,1,1,5,1,1,1,1,4,5,2,1,1.71428571428571,2.5,3.85714285714286
"ENG3.3",1,16,3,4,3,3,3,3,4,4,3,3,4,3,2,3,4,4,3,4,3,3,3,3,4,3,3,4,3,2,2.8,3.28571428571429,3.375,3.57142857142857
"ENG3.3",1,54,2,4,4,4,2,1,4,5,2,2,2,2,2,2,4,5,2,4,4,4,2,2,2,2,2,4,4,2,2,2.42857142857143,3.5,3.42857142857143
"ENG3.3",2,17,4,4,3,3,3,1,5,3,4,3,4,3,4,3,4,4,5,3,4,4,2,2,3,3,3,4,4,2,4,2.71428571428571,3.875,3.14285714285714
"ENG3.3",2,28,3,3,4,4,2,1,4,4,3,3,4,3,2,4,4,3,4,4,4,4,2,4,3,4,4,4,3,2,2.8,3.28571428571429,3.875,3.28571428571429
"ENG3.3",1,8,4,4,5,5,1,4,3,5,3,4,2,4,2,4,4,5,1,5,3,5,1,4,5,4,4,4,2,2,2.2,4.14285714285714,3.5,4.14285714285714
"ENG3.3",1,22,2,4,2,3,3,1,5,4,3,4,4,4,4,4,5,4,4,5,4,2,2,4,4,3,2,2,4,2,3.2,3.57142857142857,3.5,3.28571428571429
"ENG3.3",2,16,2,4,4,5,2,5,5,5,2,4,2,5,2,4,5,5,2,4,2,4,5,4,5,4,2,4,5,2,2,4.14285714285714,3.625,4.85714285714286
"ENG3.3",1,13,2,3,2,4,2,2,4,5,2,4,4,4,2,2,3,4,3,3,3,4,4,4,4,4,2,4,3,2,2.2,3.14285714285714,3.125,4.14285714285714
"ENG3.3",1,20,1,4,2,4,2,1,5,4,1,4,2,2,2,2,2,4,1,2,2,2,4,2,4,3,2,2,2,2,1.4,2.57142857142857,2.375,3.42857142857143
"ENG3.3",1,47,1,2,4,4,2,2,4,5,1,2,3,4,1,4,2,4,1,3,3,2,4,2,4,3,2,4,4,2,1.2,2.57142857142857,3,4.14285714285714
"ENG3.3",1,60,2,4,2,4,2,3,5,4,2,4,4,4,2,4,4,4,2,4,4,4,4,4,3,2,3,4,4,2,2,3.57142857142857,3.75,3.85714285714286
"ENG3.3",2,15,4,4,3,3,4,2,2,4,4,2,4,2,4,2,3,3,4,2,4,2,4,1,3,3,2,2,2,2,4,2.28571428571429,2.75,3
